ID,Title,Label
3075,"Khẩn thiết xin inf anh áo kẻ trắng cameraman hôm đi thăm và trải nghiệm doanh nghiệp tại công ty Tam Phát & Bloom Spa buổi sáng thứ 4 ngày 15/06, anh áo kẻ trắng cầm máy ảnh ở hình dưới đây ạ.",Normal
3076,"Gửi chị Ánh phỏng vấn em chiều nay 
Chị ăn gì mà xinh thế, lạnh lùng mà đáng yêu hihi🤩 Mặc dù em phỏng vấn ko tốt lắm nhưng rất mong được vào ban truyền thông. 
Mong chị đọc đc",Normal
3077,"Mình cbi lên năm 3 
Mình nhủ với bản thân là năm nhất chỉ là môn dễ thôi nên không học 
Nên bây giờ mới học lại có tầm 20 tín thôi 
Vẫn ksao",Normal
3078,Khoa Kinh Tế xếp lịch học có thể khoa học 1 chút và bớt học dồn được không ạ? Tự nhiên mỗi tuần 1 thời khoá biểu và học nhiều gấp 2-3 lần bình thường làm em sock quá,Normal
3079,"Mình cần tuyển 20 bạn “tình duyên trắc trở” để sang tuần quay phóng sự “yêu đương giới trẻ hiện nay”...💁‍♀️ 
Cast 1,5tr/1h",Normal
3080,"Hà Nội lạnh lắm phải không em 
Mây che kín chẳng còn tia nắng ấm 
Gió chiều về làm mưa rơi hãy nhắc nửa kia của bạn đem áo mưa nhess",Normal
3081,"Ngủ đi đừng lướt shopee nữa 
Hậu quả chốt đơn lúc 0h nó kinh khủng lắm",Normal
3082,"Vô tình đi ngang liền chụp vội, phát hiện 1 bé Mở ở Hưng Yên( mình ở trường khác ạ) thấy các bạn dưới sân chơi vui quá, chắc vừa tập thể dục xong 
Tiện đây cho mình xin inf bạn nữ tóc đen 🤣",Normal
3083,"Mình chỉ muốn chia sẻ là hôm nay mình đã rất chăm chỉ 
Mình đã dậy lúc 6h30 sáng CN để học bài + Tập thể dục",Normal
3084,Chúc bạn năm sau được đi chơi Valentine với ny thay vì cô đơn ở nhà đọc post này,Normal
3085,"Chào mn, có bạn nam nào ở trường muốn tham gia HOU got talent không ạ, mình lập team vocal nhe. Muốn lưu giữ chút kỉ niệm chứ không chắc là sẽ đậu. Cùng chí hướng thì xin 1 chấm để liên hệ nha👉",Normal
3086,Trường mình cho nghỉ thêm hôm 5/2 tức là 8/1 âm được ko ạ -)). Các cụ bảo tránh đi ngày 7 tránh về ngày 3 nên trường có thể xem xét để chúng em khai xuân thuận buồm xuôi gió được ko ạ?,Normal
3087,Trường mình năm nay không tổ chức hội chợ hay hoạt động gì nhân dịp Tết Nguyên Đán ạ 🥺. Năm ngoái vui quá chời lun mà năm nay chưa thấy rục rịch gì ạ. Với lại em thấy các trường khác có quà Tết cho sinh ziên thấy đáng iu gke á e cũng mún có trường T iu dấu ưi,Normal
3088,"Tối hôm 29 mình có tham gia HN Premium ở cv Thống Nhất, thì gặp được 1 bạn nữ rất xinh gái mà không dám xin if. Nghe loáng thoáng thấy nhắc đến HOU nhưng không biết phải không, đi theo nhóm 3 bạn nữ thì phải, đứng ở phía ngoài khu fanzone mé bên trái nhìn từ trên xuống, người nhỏ nhắn xinh gái đáng iu lắm ạ",Normal
3089,"Thời gian rảnh nếu không có ny,... ngoài học ra ... thì mọi người thường làm gì",Normal
3090,"Trời lạnh như này ở nhà trùm chăn ôn thi có phải thích k, ko cần phải đi hẹn hò, đi concert gì cả. Học hành là chân ái rồi đúng không các HOUers?",Normal
3091,Vì còn vài ngày nữa thôi là phải tạm biệt VAGA rồi nên mình muốn xin info 3 bạn nữ xinh xinh ở tiểu đội 3 hôm trước có nhắc trên radio ạ :)))))) mong ad duyệt nhanh giúp mình nhé mình cảm ơn,Normal
3092,"Ưu đãi tháng 11 nhanh tay thi bằng lái xe trước khi đổi luật mới!!!
👉 Nhằm giúp cho sinh viên HOU tìm được môi trường thi bằng lái xe yên tâm nhất, với tổng chi hợp lý nhất, hỗ trợ tận tình nhất. Trung tâm đào tạo lái xe Victoria cung cấp cho sinh viên HOU các dịch vụ học BLX chất lượng, đăng ký ngay.",Normal
3093,"Chào mọi người, đông sắp đến rồi mà mình vẫn chưa có người yêu nên muốn lên đây tìm một bạn partner để thường xuyên đi chơi với mình ạ",Normal
3094,"Không biết các anh chị thuộc CLB nào, cơ mà ở khu vườn chỗ toà U có một nhóm anh chị hay vừa đánh đàn vừa luyện hát hay quá trời. Nghe lần nào dính lần đó luôn, tối t4 học xong em toàn ra chỗ khu vườn đấy ngồi nghe văn nghệ miễn phí thui hà :))))))",Normal
3095,"Mình là con trai UEB , ý là mùa đông sắp đến rồi nên mình muốn qua đây để tìm nửa kia ạ 😭 . Bạn nữ nào cũng muốn tìm kiếm 1 nửa đời mình thì Tym bài viết này nhaaa :33",Normal
3096,"Mình sinh viên năm 3 from kinh đô ánh sáng, vựa chuối lớn nhất miền Bắc có mong muốn qua nữ nhi quốc Hồ Tùng Mậu tìm người yêu đón giáng sinh ạ. Bạn nữ nào có nhu cầu thì thả tim vào bài post mình sẽ add friend và liên hệ ạ 🥰",Normal
3097,Cho em hỏi là sinh viên năm nhất lái ô tô đi học thì có được để xe ở sân trường ko ạ :((( chứ em mất vé xe bus rồi 🙁,Normal
3098,"BÀI VIẾT NÀY LÀ ĐỂ TÌM NGƯỜI ĐÃ ĐÁNH CẮP TRÁI TIM EM :3 
Ngày 19/11 vào khoảng 19h kém , em và bạn em có qua quán bánh mì Thu Minh gần cổng trường mua xôi . Trong lúc đứng đợi xôi thì có 2 anh đi xe tới để mua bánh mỳ và người em cần tìm là anh trai cắt đầu cua ( đầu không tóc ) trắng trẻo , cao ráo , mặc áo đen ạ. Huhu mong sớm tìm được anh để đòi lại trái tim ạ 🙊 Em cảm ơn",Normal
3099,"1 cú lừa để đời của mình và là lời cảnh tỉnh cho các bạn gái đừng tin người quá đừng để những lời nói của bọn đàn ông mà biến mình thành kẻ thứ 3 hãy tỉnh táo để chọn đúng người yêu mình thật lòng nhé. 
1 chút cảm xúc chia sẻ vội vàng cho quên mọi chuyện k đáng nhớ , chúc mn có 1 ngày vui vẻ ☺️",Normal
3100,"Chiều nay ngày 20-11-2020 mình đi về quê mình ở Hưng Yên có gặp một bạn nữ mặc áo khoác của HOU đi cùng bến đò Phương Trù với mình về đến dốc kênh Liên Khê, lúc ở phà do trời tối với ngại nên không xin info bạn nữ đó, Đi cùng bác mặc áo grab hình như là bố bạn nữ. Nếu bạn thấy cfs này có thể comment cho mình biết được ko, mình cũng ở Khoái Châu",Normal
3101,"Góc tìm đồng hương 
Có bạn nào K21-FIT ở Thái Nguyên không ạ, mình học được 4 tuần rồi mà vẫn chưa tìm thấy ai",Normal
3102,"Dạ, em hiện tại đang là một ""wibu"" không chính hiệu lắm. Chẳng là em là đứa nói nói nhiều ngầm nhưng giả vờ ít nói để người ta nghĩ mình nguy hiểm nhưng có vẻ là nó thành công hơi ngoài sức kiểm soát của em. Em lên đây cốt để hỏi có ai, bạn nào hay anh chị nào thích cosplay không ạ? Chúng ta giao lưu :3",Normal
3103,Miệng tôi ngoài việc tuyên bố giảm cân thì còn để ăn nữa,Normal
3104,"Khoảng gần sáng ngày mai (23/11), không khí lạnh sẽ ảnh hưởng đến khu vực TP Hà Nội. 
Do ảnh hưởng của không khí lạnh, từ đêm nay (22/11) đến ngày 24/11 khu vực TP Hà Nội có mưa, mưa rào nhẹ. Từ đêm mai trời chuyển lạnh với nhiệt độ thấp nhất phổ biến từ 17-19 độ C. Từ ngày mai (23/11), gió chuyển hướng Đông bắc cấp 2-3. 
Cả nhà lưu ý để chuẩn bị áo mưa và mặc ấm đi học nhé..",Normal
3105,Nhiều bạn mình thấy kì ghê về chuyện cfs học bổng kia mình thấy bạn đó nói đúng chứ không sai .Nhiều ng k qtam hb nhưng đâu phải ai cũng như ai có hb thì giảm bớt học phí gánh nặng cho gd thôi. Còn điểm rèn luyện t thấy nói phụ thuộc vào lớp trưởng là đúng căn bản lớp trưởng có công bằng hay k thôi,Normal
3106,Nếu đrl xuất sắc và điểm cũng xuất sắc thì có lấy được học bổng không ạ? Thấy anh chị bảo 4.0 cũng rớt học bổng mà lo,Normal
3107,"Anh chị khoá trc cho e hỏi là tính phẩy trung bình môn với điểm GPA có tính cả môn thể chất với GDQP k ạ,hai môn đó có ảnh hưởng đến học bổng k v ạ???Em cảm ơn",Normal
3108,"Em là SV năm nhất em muốn hỏi cách xem sbd và phòng thi ạ các ac giúp em, em tìm trên web trg rồi mà ko đc. Em cảm ơn ạ.",Normal
3109,Cho em hỏi môn thực tập định hướng nghề nghiệp 1 đi thực tập nếu mình không tự tìm được chỗ thực tập thì báo cho trường hỗ trợ như nào ạ?,Normal
3110,"Kbt khoa luật năm nay có tổ chức giải bóng đá như mọi năm không nhỉ 
Háo hức quá",Normal
3111,"Tháng 2 rồi ạ, trường có ds học bổng điii HOU ơii😢😢😢😢",Normal
3112,"K5-TCNH!!! 
Cứ tưởng tao với mày chỉ là bạn.... Nhưng mỗi khi đến lớp. nhìn thấy mày nói,cười.. cảm giác of tao lạ lắm.. 
Phải chăng tao chỉ thích hay là YÊU mày mất rồi??? 
Aizzzz",Normal
3113,"Già rồi, năm cuối rồi, chả ma nào ngó tới. buồn nhể mấy FA??",Normal
3114,"Chưa kịp bắt đầu đã phải rút lui, buồn ! Vì e tạo cho mình hàng rào quá lớn khiến tôi không nỡ cố gắng xen vào cuộc sống đang vui vẻ của e. 
Dù sao thì hôm nay được nói chuyện với e tôi cũng rất vui và nhận ra rằng mình thích không nhầm người ! 
To K20 .",Normal
3115,Cho mình hỏi có ai biết điều kiện Toeic của trường mình là bao nhiêu ko? Và nếu nộp chứng chỉ Toeic cho trường thì sẽ được miễn học tiếng anh trong thời hạn của chứng chỉ phải không? Mình đang muốn thi Toeic nên ai biết trả lời giúp mình nhé. Thanks,Normal
3116,"Trả lời nhanh hộ em với ạ,em chưa nộp học phí kì 1 ạ,có phải là ko đc thi ạ?bây giờ làm sao ạ?",Normal
3117,"Khoa mình có hiphop girl à? 
Hôm nay thấy 1 bạn tập nhảy cuối giờ ở sảnh tầng 1 mà ko chắc có phải khoa mình ko .Học 2 năm chưa gặp bao giờ luôn 
Miêu tả: tóc ngang lưng hơi xoăn mặc đồ đen, mặt cũng khá là xinh. 
Ai biết vui lòng tag bạn ý vào đây giúp mình. Xin cám ơn",Normal
3118,Hôm 20/11 ở trường có cái bạn nào nhảy Number nine đúng đoạn Ji của mình đẹp quá xá :3,Normal
3119,Ai có facebook em tóc vàng nhảy bài của Tara hôm 20-11 không?? Bị kết em ý rồi nhảy đẹp mà chất,Normal
3120,"Em thích a lắm lắm. Nhưng phải cho a biết bằng cách nào đây? 
Từ sâu trong thâm tâm đã như vậy. Cái gọi là tình cảm bao ngày em k giấu diếm đc. Nó cứ cuồn cuộn trong suy nghĩ của em. Muốn vứt bỏ nó sao mà khó quá.",Normal
3121,"Gửi 1 bạn nữ nào đó học lớp Bk19 
Cho nhờ các bạn khoa du lịch lớp Bk19. 
cho mình xin fb của bạn múa cùng bạn Ngọc Anh hôm 20 kỉ niệm khoa vs ạ",Normal
3122,"Gửi FOT-HOU 
Hôm 20/11 khoa mình tổ chức sự kiện cho thầy cô nghe nói vui lắm 😢 Mình không đi được mới đau. Có ai quay lại sự kiện hôm đó không ạ ? Có cả tiệc đứng đồ ngọt à? Có cả mấy màn dance cover No 9 hay gì gì đúng k? :(((",Normal
3123,"Elen Đinh! T thích ấy lắm...Mà không đủ can đảm để nói....Đọc stt sắp chống lầy của c...T cầu mong đấy chỉ là đùa thôi... 
Sắp ra trường r, không còn được lén nhìn theo c từ xa nữa....T chỉ mong m có đủ động lực để đứng trước c, 1 lần nói lên tất cả. Mà không thể.... Chúc c luôn hạnh phúc",Normal
3124,"Các a chị cho e hỏi:""khám sức khỏe là khám những cái gì ạ?"" 
Có phải xét nghiệm máu hay tiêm chích gì k ạ",Normal
3125,em bị thích thầy Quân các anh chị ạ 🙁 không hiểu sao lại thế @@ chỉ là rất thích ngắm thầy. thầy thường tỏ ra nghiêm túc nhưng em biết là thầy cũng rất đáng yêu. nhìn thầy cười thích cực. hì hì,Normal
3126,"Các ac cho e hỏi là đi quân sự ở VAGA thì các khoa học chung hay như nào , đi thế thì có vui ko 😮 hồi hộp v~",Normal
3127,"Cho tớ hỏi có bạn trai nào đz chút xíu (không cần đẹp quá vì đẹp toàn gay) mà đang ế không, cho làm quen cái , khoa tdcn nhé",Normal
3128,"Hỏi ngu tí nhưng ng yêu đòi về nhà gặp bố mẹ, tính tình hơi xởi lởi thì lm thế nào nhỉ. 
Tính hơi trẻ con tẹo",Normal
3129,"Gửi bạn nam học k21,hay k20 gì đó chị k biết tên 🙂 
- Phải nói là chị rất thích khuân mặt của em thích nhìn lắm,có cai gì đó thu hút chị lắm.Chị bắt gặp khuân mặt của em hôm đi hội trại,em làm lễ tân,rồi..em là chàng trai duy nhất mặc cái áo vest trắng lúc dự thi cùng các bạn(thời trang gì gì đó) ...thi thoảng gặp e cũng vui...vì chị thích nhìn em...thích nhìn khuân mặt em lắm..nhưng ch k thích em",Normal
3130,"Các tiền bối BK18 và BK19 (khoa DL) ơi ới ời!!! 
cho em hỏi là năm 2 ngành hướng dẫn DL có được đi thực tế ở đâu không vậy ạ?",Normal
3131,"Yêu người lắm! người biết không? 🙁 
cơ mà chỉ được ngắm người qua face hàng ngày thôi, chúng ta khác khoa mà, hức hức... :3 người đừng yêu ai khác nhé! cứ ở đó mà chờ em thổ lộ thôi, chàng trai TCNH ạ :)))))",Normal
3132,Mình học FOT. FOT học rất tốt nhưng mà sao ít hoạt động quá vậy 🙁 . Thấy các trường khác rất nhiều clb hay ho làm con ng năng động hẳn :3 có một sự buồn không hề nhẹ,Normal
3133,"gửi các mem của FOT cho em nhờ chút ạ. Hôm t5 tuần trước (31/10/2013) em có để quên 1 cái vest hồng ở phòng 402,em đã hỏi 2 bác lao công nhưng k ai thấy, vậy có mem nào biết tung tích của cái áo đó thì cho em biết vs ạ, em xin cảm ơn và hậu tạ :3 
em học a3k19 ạ",Normal
3134,Cả nhà nghĩ sao nếu như chúng ta tổ chức một cuộc thi Miss Online tạo sân chơi cho các bạn nữ của trường mình ạ ^^ngay trên pages này ạ :))) Tất cả sẽ được bình chọn bằng một lá phiếu dành cho mỗi người qua hình thức like và share ảnh ạ,Normal
3135,Chào các bạn. Mình là sv năm 3 khoa DL. Mình đang muốn tìm 1 bạn nữ ở ghép. Bạn nào có nhu cầu liên hệ với mình qua Cf này nhé. Mình sẽ ib lại.,Normal
3136,"Có một vấn đề là trang web khoa CNSH mấy tháng nay bị lỗi không vào được vậy mà không một ai khắc phục, trong khi web các khoa khác vẫn vào được bình thường",Normal
3137,"Em là sv k21 khoa du lịch ạ. E cần tìm 1 bạn nữ để share phòng. Phòng sạch sẽ, điện nước dùng thoải mái, có nước nóng, gần trường, giá cả cực kì hợp lí ạ. Ai có nhu cầu thì liên hệ lại cfs này nha",Normal
3138,"Năm nay trường mình không tổ chức khám sức khỏe à? Các anh chị ơi, em muốn hỏi về học văn bằng 2 ạ. Để được học văn bằng 2 thì phải có đk j ạ?",Normal
3139,"Đang chuẩn bị có giải VUG là giải bđá, bro và nhảy đối kháng cho sv toàn quốc vào tháng 12 này 
một số trường nhận đc công văn và đki rồi 
nghe nói năm nay mỗi trg phải đki cả 3 môn mới đc 
trg mik có nhóm nhảy nào hay các b có khả năng thì nhanh tay đki với Đoàn trường nhé 
Đừng bỏ lỡ cơ hội nhé 
đội bóng rổ và bóng đá cũng sẽ nhiệt tình tgia đó",Normal
3140,"bạn cao to đẹp trai nhất lớp K4-TCNH3 ơi, tim t đập rộn ràng khi nhìn thấy cậu",Normal
3141,"Phải chẳng Anh đã quên được Em 
Và đang bước đi trên con đường riêng?",Normal
3142,"Những người sau khi không còn yêu nhau nữa, rồi sẽ quên nhau được hả anh? Khi mà đã từng có thời gian yêu nhau sâu nặng, khi mà từng có thời gian thề thốt, hứa hẹn, rằng đối phương chính là người quý giá nhất cuộc đời. Ấy vậy mà sau khi hết yêu, lại có thể nói rằng sẽ mau chóng quên nhau đi, làm như thế được sao",Normal
3143,"Đợt cắm trại vừa rồi thấy khoa Du Lịch nhảy nhót kinh qá, mình ở xa thấy cũng ghen thay cho các khoa # và cũng muốn vào ""nhập hội"". Hôm đấy mà loa khoa mình mà to ngang loa bên đấy + nhạc ""khủng"" của mình nữa thì có mà từ nhà thi đấu-> MIXX BAR luôn",Normal
3144,"Hôm thứ 7 vừa rồi trường mình tổ chức hội trại vui thật. Cơ mà hơi tiếc vì mình k biết đc tên 1 e gái 94 bên khoa Công nghê sinh học. Sáng lượn lờ thấy e ngồi vs mấy e gái nữa bán mấy con gì gì khô ý. Đến trưa ăn uống chán chê xong quay lại thì k thấy e đâu. Cô bé mặc áo tím ngồi bán côn trùng khô ơi, e có đọc đc cfs này thì để lại cho a cái tên nhaaaaaa",Normal
3145,"Các em k21 hôm nay (2/11) bán đồ handmade ở hội trại của khoa. 
""Sr mấy em vì chị quên trả vòng tay mượn từ sáng. Cho chị hỏi mấy em học lớp nào k21 đấy để T2 đi học chị gửi lại. Bạn nào biết thì tag hộ tớ tên các em để các em biết nhé! 
Cảm ơn nhé!",Normal
3146,"Gửi bạn X ở khoa du lịch bói bài tarot hôm cắm trại. 
Lúc ra bói thì bạn không có ở đấy nên tớ thắc mắc 1 vấn đề khá quan trọng... bộ này mà bạn dùng để bói là gì vậy?",Normal
3147,Các anh chị khóa trên ơi cho em hỏi là trong học kì 1 này em bị trượt 1 môn và năm sau phải học và thi lại thì Học kì 2 năm 1 này có được học tiếp k hay là chỉ phải thi lại môn đó ở HK1 ? Và phí học lại 1 môn 1 kì là bao nhiêu ạ,Normal
3148,"Thực sự thì tớ thắc mắc ngành thiết kế công nghiệp là học cái gì 🙂 hì , các bạn học khoa này có thể giải thích cho tớ được không ? 
Chân thành cám ơn",Normal
3149,"gửi FOT 
""sao cái bạn Linh lớp cao đẳng mặt lúc nào cũng ngơ ngơ như sắp hắt xì thế nhỉ? :)))) 
mình là mình để ý mấy lần rồi đấy, 10 lần nhìn thì 9 lần thộn cái mặt ra :))) 
ai có fb bạn này ko? hehe 😃""",Normal
3150,"Mình là người khó bắt chuyện với người lạ, vì chả biết nói chuyện gì. Và giờ mình đang thấy rất lạc lõng khi học tại lớp mới. Mình muốn thân thiết hơn với ak21-fot giống như các bạn khác mà không biết làm ntn",Normal
3151,HOUSE CREW đang tuyển 1 số bạn đam mê dance cover kpop và có khả năng dance cơ bản 😃 Bạn nào có đam mê thì hãy đến với HOUSE CREW nhé,Normal
3152,"Đã 2 lần, kể từ khi biết đến page này, mình đọc được cfs kêu than đại loại là sao ko thấy dân FOE viết cfs hay là F.A cả lũ nên không có ai để mà tỏ tình... Thực ra chúng nó có gấu cả rồi nên cần gì phải thầm thương trộm nhớ đến mức lên đây tỏ tình. Mà FOE mình tây lắm, ""kiss công khai"" không giấu giếm. haha",Normal
3153,"Hôm nay kỉ niệm 20 năm thành lập khoa. Nào các bạn đâu rồi, bắt đầu gửi cfs bị thích nhẹ, bị yêu hay cảm nắng các kiểu như mọi khi đi.",Normal
3154,"Khi ta quan tâm người khác thì nghĩa là ta cũng sẽ phải chấp nhận chịu tổn thương thôi. 
Vì quan tâm luôn đồng hành với bị tổn thương",Normal
3155,"EM CÓ MỘT THẮC MẮC MONG ĐƯỢC GIẢI ĐÁP Ạ 
trường mình học theo tín chỉ nhưng bọn em k thấy nói gì đến việc đăng kí tín chỉ, nếu bọn em muốn học nhanh thì làm thế nào cơ?",Normal
3156,"cho hỏi có ai cho t ở cùng ko hay ra ở cùng t , t khoa KT nhé , muốn tìm thêm người ra thuê trọ cho vui :)))))",Normal
3157,"Có lẽ em là 1 người con gái nhu nhược khi chỉ biết ngóng nick fb của a sáng rồi theo dõi hoạt động, và chờ cho đến khi nó tắt....em không dám thổ lộ, chỉ dám mang 1 tình cảm đơn phương thôi, em luôn mong có 1 ngày được gặp lại anh, rồi sẽ sớm thôi nhỉ? :)) hì hì",Normal
3158,"Dù thế nào thì cũng hãy cười lên e nhé ! Trông e dạo này buồn buồn. Gắng gượng lên cô bé, hãy thử đón nhận những tình cảm mới, còn hơn là cứ 1 chỗ chờ đợi người mà e ko còn chỗ đứng quan trọng trong lòng người đó nữa. E xứng đáng được nhiều hơn thế mà. 
A luôn dõi theo e, cô gái Bạch Dương ạ",Normal
3159,"bạn ơi, bạn gửi cfs làm bọn t hồi hộp quá, không biết bạn gửi ai. 
Mình chuyện tc có gì mà ngại, với cả bạn đừng tự ti về bản thân mình thế chứ. Can đảm bày tỏ tinhf cảm đi ấy ơi!!!Phải tự mình một cơ hội chứ.",Normal
3160,"Nhìn trường khác có club thể thao, văn nghệ, học tập rất hữu ích, mà muốn và thèm lắm ạ. cho mình hỏi các khoa kinh tế, công nghệ , tài chính, du lịch có club nào k ạ, E muốn...... :))",Normal
3161,"Mình rất thích học công nghệ thông tin, hiện mình đang học khoa kinh tế. Không biết có thể học văn bằng 2 khoa công nghệ thông tin không nhỉ? Ai biết giúp mình với, vào trang web trường mình mà không tìm thấy thông tin gì",Normal
3162,Mọi người cho em hỏi có ai xin giấy xác nhận vay vốn ở trường mà ở ngân hàng mình vay ngta hỏi số tài khoản của trường không? Nếu có thì xin được chưa cho em xin với. Có cái số tài khoản của ngân hàng nào thôi mà suốt ngày lên khoa hỏi mãi chả được. Thầy lúc nào cũng mai. Ai có cho em xin ạ. Em cảm ơn nhiều,Normal
3163,"Hôm trước có mấy anh chị của câu lạc bộ hiến máu vào lớp em tuyên truyền tuyển thành viên. Cũng thích tham gia tình nguyện nhưng chưa biết thế nào. Mà trường mình có những câu lạc bộ tình nguyện nào vậy ạ, tham gia clb hiến máu có được không, các bạn hay các anh chị đi trước biết giúp em với ạ",Normal
3164,"Thầm thương em Cẩm Anh K18 khoa DL, mấy lần muốn đến làm quen mà thấy em toàn đi với thằng có râu nào đó (lại còn buộc tóc chứ 😐) hụt hẫng lắm ấy",Normal
3165,"Cho mình hỏi là Trường mình có câu lạc bộ âm nhạc không nhỉ 
Mọi người có thể dẫn link page đó được không 
Mình thấy hoạt động văn nghệ trường mình có phần không được nổi trội như các trường khác.",Normal
3166,anh chị học Fot cho e hỏi nếu điểm môn đủ qua r nhưng mún đ cao hơm thì có thể học lại đc ko ạ,Normal
3167,"các bạn cho mình hỏi! bên phân viện Giải Phóng có phải học thể dục môn taekwondo, giá mua 1 bộ võ phục là bao nhiêu ạ?? mình hỏi lớp trưởng lớp mình nhưng thấy đắt quá!! cám ơn ad nhiều nhé!! mọi người trả lời giúp mình vs!!",Normal
3168,MÌnh hôm nay có gặp 1 bạn gái ko biết có phải trường mình ko....Bạn ý bắt 08 đến giáp bắt rồi lại bắt 03 xuống chỗ trần quang khải....Nếu bạn có đọc dc thì cho mình làm quen nhé..,Normal
3169,Các bạn ơi cho mình hỏi là khoa Du lịch có học song ngữ không nhỉ? Học thêm ngoại ngữ khác ngoài tiếng anh không? Và đó là ngoại ngữ nào?,Normal
3170,"Mình là con gái IT, cuộc sống đưa đẩy thế nào đưa mình đến với ngành này 
mình công nhận ngành này khô khan, đau đầu và chán thật đấy, chắc là do mình là cgai và ko có sở thích nên nghĩ vậy chăng.... 
phải chăng vì ngành thế mà mình ế ...k thể tìm dc 1 a hợp nhể :(( 
pai làm sao bây giờ ?",Normal
3171,"Khoa Kinh Tế mình đc lắm khoa để ý nhỉ , đọc các cfs toàn thấy bảo nữ kinh tế , thế còn trai kinh tế thì sao hả mấy thím 😮",Normal
3172,Có một sự lo lắng ko hề nhẹ khi khoa du lịch áp chuẩn theo tiếng anh quốc tế :((,Normal
3173,"""con trai khoa Anh đã it chúng nó lại còn yêu nhau"" 
Câu này tớ nghe người khác nói :)) cơ mà nó là sự thật à mấy cậu?? 
Buồn qá ,đúng là chỉ có con gái mới mang hạnh phúc cho nhau ddc :))",Normal
3174,"Người ấy nói không ngủ được. 
Người ấy mong chờ 1 tin nhắn chúc ngủ ngon của người mà người ấy thích thôi, nhưng chờ hoài không được.",Normal
3175,"Mấy hôm đi học chíh trị có 1 bạn nữ ở khoa kinh tế cao, dáng đẹp, chân dài miên man đương nhiên là xih nữa :'' 
Hôm thì bạn mặc áo đỏ, hôm thì mặc áo vàng. 
Mình lại k được học cùng với bạn ấy :-<",Normal
3176,"Kết thúc buổi chính trị đầu khóa rồi nhỉ :))))))) 
Ad đi tình nguyện thấy năm nay ít hơn và không đc sôi nổi bằng năm ngoái. Chắc do chưa đầy đủ. Nv2 chưa nhập học à.",Normal
3177,"Em là học sinh lớp Bk20 khoa Du lịch . Hôm trước 
em có học tại phòng 402 và có để quên 1 chiếc ví 
màu nâu , vì trong ví cũng không còn bao tiền , 
chỉ có một số giấy tờ tùy thân . Nên bạn , hoặc 
anh ( chị ) nào có nhặt được cho em xin lại , hoặc 
có thể gửi lại các thầy cô giao ở khoa. Em xin 
chân thành cảm ơn",Normal
3178,"chào các anh chị!chào ad!cho em hỏi là nv2 bao giờ có kết quả ạ?em có thắc mắc là luật quốc tế khác vs các ngành luật khác thế nào ạ? 
làm ơn giải đáp cho em vs ạ",Normal
3179,"khoa hướng dẫn du lịch ơi,các thầy cô khoa này có thân thiện và tận tâm ko ạ. Mà học ngành này năm 1 có nặng ko ạ vì em muốn vua học vừa ôn thi lại ĐH",Normal
3180,"Hôm đi nhập học đến sớm vẫn là giờ của khoa tiếng trung 
nhưng cứ xông vào xin tích kê hí hí được anh chị svtn cho ngay cái số 12 
vui vui vì lúc đến giờ khoa du lịch thì các bạn tranh nhau lấy còn mình vẫn ngồi ung dung hề hề",Normal
3181,"Em là tân sv khoa anh, hm nay e nhận đc 1 tờ giấy với nội dung là mặc đồng phục đi học, đặc biệt các bạn nữ váy zuyp đen, áo trắng, cavat xanh, ko phải chứ? Có bắt buộc ko ạ? Mặc váy ?",Normal
3182,"Cả nhà cho e hỏi vs: hnay đi nhập học nhưng e k thấy phân lớp. Thế thì lsao biết mình học lớp nào. 
Vs cả khi mới vào trường có thi t.a k ạ? Nếu thi thì thi lúc nào ạ?",Normal
3183,Em Chào các a /c khoa du lịch ạ 😃 .Em vừa rồi có nộp nv2 vào ngành hướng dẫn DL nhưng vẫn chưa hiểu rõ về ngành lắm.Anh chị có thể cho em ngành nay học những môn gì và có đc học thêm các tiếng # như anh hay trung ko ạ? Mà chiều cao của em bh ms 1m5 thôi liệu về sau xin việc co kho ko ạ? Mong các a/c tư vấn giúp em.Em cảm ơn các a/c.,Normal
3184,Đã học năm 2 Fot bgiờ mới cảm thấy có tí áp lực và nặng. A chị học khóa trên cho e ít động lực và kinh nghiệm trải qua zai đoạn khó nhằn này với.,Normal
3185,Trường mình (nhất là khoa Du lịch) có bạn nào là cass ko nhỉ? Các bạn có muốn tham gia vào các hoạt động chào mừng JYJ đến VN vào tháng 10 này ko ạ? Nếu có thì cta cùng đi chung đi ạ. Bạn nào muốn đi thì cmt nhé.,Normal
3186,"KHOA TÀI CHÍNH NGÂN HÀNG CHÚ Ý : trước ngày nghỉ lễ, bạn Hoàng Thu Trang lớp K5-TCNH3 đã nhặt đc 1 chiếc chìa khóa xe lead màu be ở tầng hầm cơ sở học Tòa nhà An&Huy. ai biết chìa khóa của ai or chủ nhân nào muốn lấy lại thì pm ad or fb bạn Trang nhé, mình sẽ share link fb ở dưới",Normal
3187,"4/9 các bạn tân sinh viên FEIT lên bách khoa nhập học thì chúng mình tụ tập làm quen tí nhé cho đỡ bỡ ngỡ. :""> nghe nói năm nay nhiều nữ vào FEIT lắm, hí hí",Normal
3188,Em vẫn chưa nhận được giấy báo điểm U.U có bạn nào thi trượt chưa nhận được giấy như tớ ko? Lo quá ad ơi,Normal
